user_id,age,gender,weight,height,water,steps,exercise,sleep,fitness_level,goal,true_level,gender_encoded,goal_encoded
384,66,female,80.5,157,2.58,17574,80,7.3,5,consistency,3,0,0
385,72,female,48.9,146,2.64,8111,44,8.7,2,habits,1,0,1
386,20,male,64.4,140,2.74,19593,116,6.2,5,consistency,3,1,0
387,65,female,93.9,172,2.54,20272,55,8.7,3,consistency,2,0,0
388,72,male,94.5,140,1.06,10631,41,6.1,2,consistency,1,1,0
389,17,female,47.8,163,3.32,3208,41,8.0,1,habits,1,0,1
390,80,female,53.0,143,2.09,13967,64,8.3,2,consistency,2,0,0
391,18,male,65.9,143,2.49,6442,29,7.4,1,habits,1,1,1
392,59,male,83.4,157,1.41,5711,37,6.3,1,consistency,1,1,0
393,67,male,42.6,166,2.22,5337,54,5.6,1,habits,1,1,1
394,52,male,69.2,182,1.29,10004,65,5.2,2,habits,2,1,1
395,64,male,62.9,198,2.92,16300,73,9.3,4,consistency,3,1,0
396,28,female,89.9,171,1.75,4400,76,6.8,1,performance,1,0,2
397,25,female,44.8,172,2.02,7950,69,6.0,1,habits,1,0,1
398,42,female,71.4,167,2.89,29418,38,6.2,3,performance,3,0,2
399,31,female,64.1,181,1.14,7012,14,7.3,1,consistency,1,0,0
400,29,female,92.0,180,1.52,3704,51,6.7,1,consistency,1,0,0
401,75,female,79.0,194,2.32,3825,60,5.2,1,performance,1,0,2
402,31,male,61.2,175,4.27,27045,76,8.4,5,habits,3,1,1
403,70,female,82.8,199,2.5,21670,62,7.7,4,performance,3,0,2
404,67,male,64.2,145,2.61,8061,37,9.0,2,habits,1,1,1
405,74,other,85.0,155,2.33,19385,42,8.4,3,habits,2,2,1
406,35,female,66.4,173,3.76,29755,77,4.2,3,consistency,3,0,0
407,21,female,85.8,162,1.18,23530,54,8.7,3,performance,3,0,2
408,24,male,76.5,189,2.47,17824,64,8.5,3,performance,2,1,2
409,13,female,118.9,181,1.26,21854,32,6.6,3,consistency,2,0,0
410,70,female,69.2,163,0.5,9875,65,6.8,2,consistency,1,0,0
411,13,male,75.7,195,2.21,7735,48,7.5,1,habits,1,1,1
412,46,male,62.8,188,2.3,12636,29,6.2,2,performance,2,1,2
413,60,female,70.0,152,2.4,28246,73,7.2,4,habits,3,0,1
414,13,male,40.0,195,2.33,23171,60,8.3,3,consistency,3,1,0
415,28,female,77.0,157,4.77,18490,63,7.9,4,consistency,3,0,0
416,73,male,90.1,193,2.62,23076,36,6.8,5,consistency,3,1,0
417,76,male,75.9,152,2.36,3622,30,8.1,1,habits,1,1,1
418,75,female,50.3,188,1.95,25925,64,7.6,3,performance,3,0,2
419,81,male,58.0,176,2.61,18767,51,7.6,3,consistency,2,1,0
420,34,female,40.0,182,2.63,28576,76,7.0,5,performance,3,0,2
421,79,male,84.7,178,2.51,27268,102,7.5,5,habits,3,1,1
422,88,male,54.9,181,3.67,17006,58,6.5,3,consistency,2,1,0
423,38,female,69.6,156,3.02,10049,18,5.3,2,consistency,1,0,0
424,28,female,67.7,154,2.7,18107,67,7.1,4,consistency,3,0,0
425,63,female,92.3,157,0.5,4686,41,7.0,1,performance,1,0,2
426,98,female,71.3,162,2.35,28799,57,7.5,4,habits,3,0,1
427,69,female,82.1,193,4.69,18330,91,8.7,5,habits,3,0,1
428,41,male,78.2,190,2.04,11904,28,6.5,2,habits,1,1,1
429,90,male,90.4,169,3.17,23722,57,6.9,3,habits,3,1,1
430,81,female,66.4,197,3.21,11796,27,8.0,2,performance,2,0,2
431,59,female,98.0,173,2.35,8292,45,6.4,2,habits,1,0,1
432,74,female,40.2,197,1.61,12679,60,7.4,2,habits,2,0,1
433,81,male,82.9,143,0.9,23432,67,7.0,4,habits,3,1,1
434,88,male,57.0,142,3.28,28292,76,7.3,5,consistency,3,1,0
435,28,female,62.6,146,2.23,16896,80,8.3,5,habits,3,0,1
436,60,female,78.5,195,2.12,6010,41,6.7,1,habits,1,0,1
437,97,female,78.4,157,1.73,18324,80,8.2,4,habits,3,0,1
438,51,female,79.1,181,2.21,28453,70,5.3,3,habits,3,0,1
439,45,female,49.2,146,2.22,10475,71,5.8,2,performance,2,0,2
440,35,male,91.7,179,2.19,4839,42,4.8,1,habits,1,1,1
441,22,male,56.5,145,1.42,11729,25,6.0,2,consistency,1,1,0
442,81,male,58.5,161,3.64,15782,92,9.4,5,performance,3,1,2
443,46,male,79.6,197,1.98,29642,80,7.3,3,consistency,3,1,0
444,64,female,65.7,140,1.23,19055,96,6.6,3,performance,3,0,2
445,22,male,74.6,143,2.12,13510,71,8.0,2,performance,2,1,2
446,31,female,40.0,185,2.42,23199,52,8.2,3,habits,3,0,1
447,70,male,74.3,188,2.11,4392,42,5.9,1,consistency,1,1,0
448,13,male,73.3,191,3.15,10972,45,9.7,2,habits,2,1,1
449,81,male,62.4,189,2.23,27862,53,7.6,3,habits,3,1,1
450,16,male,40.0,182,1.92,6008,38,7.5,1,performance,1,1,2
451,28,female,66.8,168,1.83,26981,89,7.9,4,consistency,3,0,0
452,36,male,69.4,160,2.77,11619,26,7.7,2,consistency,2,1,0
453,92,female,64.5,165,2.53,19051,44,6.7,3,consistency,2,0,0
454,14,male,42.5,153,1.91,11333,68,9.3,2,habits,2,1,1
455,44,male,93.9,148,1.07,23709,81,7.0,3,performance,3,1,2
456,96,male,60.4,198,3.01,5768,30,8.1,1,habits,1,1,1
457,36,female,66.7,186,1.14,6088,64,6.6,1,habits,1,0,1
458,24,female,40.0,151,2.39,20637,94,6.8,5,performance,3,0,2
459,62,male,93.9,181,2.45,12004,45,9.1,2,habits,2,1,1
460,47,male,63.0,190,1.76,29542,33,7.3,4,consistency,3,1,0
461,45,female,71.5,195,1.75,25908,54,7.5,5,consistency,3,0,0
462,45,male,86.8,190,0.71,8895,40,7.5,2,habits,1,1,1
463,73,male,59.9,145,2.7,11905,61,9.8,2,performance,2,1,2
464,63,female,84.4,159,2.02,19482,71,9.5,3,consistency,2,0,0
465,55,female,40.0,163,4.85,27699,73,8.8,5,habits,3,0,1
466,24,male,78.3,166,2.1,16865,76,10.0,5,habits,3,1,1
467,79,female,93.6,177,1.75,20489,59,6.4,3,performance,2,0,2
468,77,female,61.3,147,2.2,16376,66,8.1,4,habits,2,0,1
469,45,male,86.8,140,2.17,4050,42,7.2,1,performance,1,1,2
470,52,female,97.5,193,2.47,28647,79,5.7,5,habits,3,0,1
471,86,female,66.2,188,3.23,26130,54,8.0,5,consistency,3,0,0
472,55,male,64.9,188,1.31,5809,36,6.6,1,performance,1,1,2
473,56,male,56.5,163,1.23,10433,49,8.7,2,habits,1,1,1
474,41,male,62.4,186,0.74,7676,54,6.7,1,consistency,1,1,0
475,25,female,57.8,146,0.64,11383,37,6.7,2,consistency,1,0,0
476,24,male,56.5,158,2.24,24156,73,8.9,4,consistency,3,1,0
477,58,female,88.0,161,1.99,9301,58,7.1,2,consistency,2,0,0
478,14,female,58.2,196,1.56,3898,37,8.3,1,consistency,1,0,0
479,47,male,73.9,194,3.07,8758,23,7.6,2,consistency,1,1,0
480,99,female,70.6,199,3.66,28324,95,7.9,5,performance,3,0,2
481,93,male,92.5,174,2.17,19759,71,7.1,3,consistency,3,1,0
482,20,female,62.5,169,0.94,13644,53,7.7,2,habits,2,0,1
483,38,female,75.7,168,1.6,3769,40,7.0,1,performance,1,0,2
484,86,male,81.9,161,2.38,16887,53,6.7,5,habits,3,1,1
485,46,male,92.3,150,2.14,25639,81,7.3,4,habits,3,1,1
486,19,male,62.2,159,1.71,9068,72,8.5,2,habits,2,1,1
487,80,male,60.7,168,1.54,6424,23,7.6,1,habits,1,1,1
488,70,male,54.1,190,1.73,4091,60,7.9,1,habits,1,1,1
489,87,male,103.5,180,1.56,4196,56,7.1,1,habits,1,1,1
490,41,other,90.8,181,2.55,29484,42,5.4,3,habits,3,2,1
491,48,male,69.4,173,3.05,23046,74,6.3,5,consistency,3,1,0
492,33,male,99.0,140,1.56,8702,29,6.9,2,habits,1,1,1
493,48,female,68.5,170,3.49,21450,69,6.3,4,habits,3,0,1
494,22,male,80.9,169,1.51,8104,56,6.7,2,habits,1,1,1
495,85,other,70.2,187,1.27,16083,40,6.7,3,habits,2,2,1
496,36,female,76.0,157,2.67,23626,65,6.8,3,habits,3,0,1
497,76,female,74.4,194,1.43,5449,49,8.5,1,consistency,1,0,0
498,61,male,63.6,197,2.42,11517,59,7.1,2,performance,2,1,2
499,48,male,86.4,156,0.72,29717,66,8.2,3,performance,3,1,2
500,94,male,80.7,177,2.97,7301,21,7.3,1,performance,1,1,2
501,36,female,85.4,153,2.67,10010,48,8.6,2,habits,2,0,1
502,35,male,74.8,162,1.35,24664,65,8.3,3,habits,3,1,1
503,74,male,56.4,164,1.76,16099,101,6.9,5,habits,3,1,1
504,49,other,95.6,154,3.37,9988,50,9.2,2,consistency,2,2,0
505,24,male,66.1,185,2.08,17637,76,6.9,4,habits,3,1,1
506,67,male,75.5,195,1.62,9668,36,7.4,2,consistency,1,1,0
507,25,male,79.5,161,1.01,22744,52,7.8,4,habits,3,1,1
508,35,other,75.4,142,2.15,18413,40,7.8,3,habits,2,2,1
509,42,male,83.7,195,2.44,22457,63,8.2,4,performance,3,1,2
510,29,female,86.1,194,2.7,10841,80,6.4,2,consistency,2,0,0
511,74,female,66.6,158,1.42,16354,53,8.0,3,performance,2,0,2
512,96,male,94.4,196,1.34,21402,65,7.9,3,consistency,2,1,0
513,98,female,66.0,183,2.52,13524,58,7.2,2,performance,2,0,2
514,25,male,75.1,173,2.7,3002,23,6.9,1,consistency,1,1,0
515,71,male,64.2,174,0.9,6492,33,6.3,1,performance,1,1,2
516,31,female,59.9,189,2.76,4753,49,7.6,1,habits,1,0,1
517,61,female,85.7,140,2.63,23382,76,6.7,4,consistency,3,0,0
518,24,female,116.8,191,2.96,13113,20,7.4,2,consistency,2,0,0
519,73,female,64.6,160,2.15,12665,58,7.1,2,habits,2,0,1
520,31,male,88.2,168,0.63,19353,51,6.0,3,performance,2,1,2
521,88,male,65.1,145,2.09,10073,42,6.3,2,performance,1,1,2
522,21,male,69.8,176,3.14,29425,66,7.7,3,habits,3,1,1
523,83,male,96.4,140,1.37,4141,62,6.6,1,habits,1,1,1
524,40,male,53.9,190,2.53,23031,76,6.9,5,habits,3,1,1
525,90,male,49.9,140,2.48,19105,87,6.6,4,performance,3,1,2
526,64,male,68.7,166,0.57,24302,48,6.7,4,consistency,3,1,0
527,95,male,80.0,160,3.37,10821,51,8.8,2,habits,2,1,1
528,28,female,77.0,192,1.97,28125,61,6.3,4,consistency,3,0,0
529,81,female,75.4,155,2.35,7722,44,8.6,1,habits,1,0,1
530,24,male,70.5,183,1.94,7620,35,6.8,1,consistency,1,1,0
531,37,female,81.8,198,2.88,7008,19,6.4,1,habits,1,0,1
532,64,female,40.0,193,2.68,17175,46,7.7,3,habits,2,0,1
533,97,male,58.7,179,2.04,8266,25,7.3,2,consistency,1,1,0
534,65,female,68.6,165,1.77,29756,40,7.1,3,habits,3,0,1
535,35,female,80.6,155,2.56,7835,47,7.3,1,habits,1,0,1
536,28,female,92.3,167,0.89,13452,46,7.2,2,habits,2,0,1
537,69,male,56.7,140,2.85,25544,63,7.1,3,habits,3,1,1
538,51,female,91.9,175,1.43,10037,77,8.1,2,habits,2,0,1
539,65,male,63.2,149,3.28,20224,55,5.9,3,performance,3,1,2
540,54,female,68.1,182,2.31,8564,59,6.3,2,performance,2,0,2
541,70,female,78.7,156,3.05,28810,70,6.6,4,performance,3,0,2
542,51,female,67.0,196,2.46,17069,101,6.2,3,performance,3,0,2
543,26,female,86.7,198,0.97,9424,4,7.3,2,habits,1,0,1
544,17,female,63.9,162,1.6,12123,39,7.7,2,habits,2,0,1
545,47,male,64.2,146,2.87,23808,69,5.3,3,habits,3,1,1
546,99,male,85.8,183,2.72,19244,58,6.9,4,performance,3,1,2
547,87,female,58.6,192,3.03,9637,58,6.9,2,consistency,2,0,0
548,30,male,73.7,146,2.48,13894,49,6.9,2,habits,2,1,1
549,88,male,45.1,183,1.92,29634,82,6.1,4,habits,3,1,1
550,21,male,97.3,154,1.84,15171,43,7.0,3,consistency,2,1,0
551,86,male,88.1,173,2.27,9674,52,6.3,2,consistency,2,1,0
552,70,female,111.3,185,0.58,8791,56,6.9,2,performance,1,0,2
553,29,female,90.1,184,3.37,11582,51,5.5,2,habits,2,0,1
554,19,female,53.1,143,2.71,22983,62,7.0,3,performance,3,0,2
555,58,female,80.0,153,3.06,9309,68,6.5,2,habits,2,0,1
556,25,male,56.2,153,1.69,25446,54,7.2,5,consistency,3,1,0
557,52,male,93.7,155,3.07,12929,51,7.5,2,performance,2,1,2
558,54,female,53.5,146,3.76,12412,31,7.2,2,performance,2,0,2
559,21,male,52.8,171,1.48,23142,71,8.1,3,habits,3,1,1
560,62,female,45.9,158,3.34,15753,67,7.1,5,habits,3,0,1
561,39,female,62.7,141,2.6,26564,32,8.0,4,habits,3,0,1
562,78,male,59.7,149,1.12,12446,61,8.3,2,habits,2,1,1
563,17,female,51.1,189,2.75,20104,55,7.6,3,consistency,3,0,0
564,41,female,99.8,156,2.98,25915,65,7.3,3,performance,3,0,2
565,49,female,77.9,176,1.78,11929,71,7.6,2,habits,2,0,1
566,50,male,76.2,151,2.82,4482,45,7.4,1,habits,1,1,1
567,95,male,93.8,145,1.03,14027,52,8.2,2,habits,2,1,1
568,20,female,73.8,161,1.15,9617,49,8.0,2,performance,1,0,2
569,77,male,58.8,171,2.9,26202,62,8.3,5,performance,3,1,2
570,98,male,44.5,180,2.22,9520,46,7.2,2,habits,1,1,1
571,29,female,57.9,159,2.3,24417,109,7.8,5,habits,3,0,1
572,83,male,92.6,140,2.97,23359,54,7.6,3,consistency,3,1,0
573,57,female,51.2,193,2.77,18685,57,6.1,3,consistency,2,0,0
574,16,female,75.3,186,3.0,23277,78,8.4,3,habits,3,0,1
575,48,female,85.5,192,1.91,5764,16,5.4,1,performance,1,0,2
576,82,male,74.3,197,2.62,14935,59,7.9,2,performance,2,1,2
577,43,female,76.0,145,1.69,6765,16,7.4,1,consistency,1,0,0
578,31,male,79.8,158,3.84,22892,65,7.0,3,consistency,3,1,0
579,73,male,75.7,157,1.63,11179,49,7.6,2,habits,2,1,1
580,66,female,94.1,145,4.07,23191,79,7.8,4,consistency,3,0,0
581,51,male,54.4,184,2.22,11326,34,5.9,2,habits,2,1,1
582,86,male,73.6,172,1.04,3730,31,8.5,1,habits,1,1,1
583,31,female,42.7,162,3.16,9046,59,7.3,2,habits,2,0,1
584,51,male,40.0,162,2.89,15343,72,9.8,5,habits,3,1,1
585,79,male,68.8,165,3.0,24398,71,8.1,3,habits,3,1,1
586,57,female,78.2,152,3.06,11892,53,7.2,2,consistency,2,0,0
587,25,female,94.5,146,2.64,18081,53,6.6,3,consistency,2,0,0
588,70,female,106.3,154,1.59,3133,35,7.0,1,consistency,1,0,0
589,32,male,89.8,183,3.48,24449,80,7.6,5,habits,3,1,1
590,84,male,80.9,166,2.4,17291,56,8.8,3,habits,2,1,1
591,73,male,72.4,165,2.68,9381,60,8.4,2,performance,2,1,2
592,51,male,47.0,172,0.89,26614,54,7.8,3,habits,3,1,1
593,13,female,67.8,154,2.31,6307,31,8.9,1,performance,1,0,2
594,15,male,89.4,175,2.35,16653,93,5.5,5,habits,3,1,1
595,89,male,83.5,184,3.16,5060,33,7.6,1,consistency,1,1,0
596,74,female,50.7,194,2.84,21344,51,8.6,3,habits,3,0,1
597,75,female,79.2,166,2.37,13535,12,7.7,2,consistency,2,0,0
598,37,female,77.9,196,2.74,24106,44,6.0,3,performance,3,0,2
599,68,male,75.2,144,1.9,16438,57,8.8,4,performance,2,1,2
600,45,male,69.6,141,3.54,18016,51,8.1,3,performance,2,1,2
601,50,male,80.0,194,3.79,29819,49,7.6,3,habits,3,1,1
602,18,male,80.5,197,2.88,24652,84,7.5,4,consistency,3,1,0
603,70,female,60.4,172,3.11,5526,28,9.1,1,habits,1,0,1
604,56,female,76.8,155,1.8,8889,39,7.6,2,consistency,1,0,0
605,57,female,67.2,162,1.64,12748,52,7.0,2,habits,2,0,1
606,44,female,47.7,177,2.83,18079,63,6.7,5,performance,3,0,2
607,57,male,61.6,194,2.5,10333,73,8.0,2,performance,2,1,2
608,73,female,46.5,155,2.12,28703,72,8.3,3,habits,3,0,1
609,59,male,84.7,153,2.78,17258,42,7.4,3,habits,2,1,1
610,33,female,75.3,168,2.41,8110,65,6.6,2,habits,2,0,1
611,92,female,64.7,165,1.5,12715,68,8.5,2,consistency,2,0,0
612,97,male,91.3,174,2.56,8792,32,6.3,2,habits,1,1,1
613,87,male,71.0,154,2.8,14193,32,9.2,2,performance,2,1,2
614,48,other,48.5,142,2.32,13253,40,6.5,2,consistency,2,2,0
615,31,male,63.4,162,2.81,3975,18,5.8,1,consistency,1,1,0
616,32,male,94.5,168,1.75,28945,58,6.2,4,consistency,3,1,0
617,69,male,60.0,173,3.13,29329,73,6.4,5,habits,3,1,1
618,30,female,74.1,172,1.38,14813,57,7.0,2,performance,2,0,2
619,59,female,81.2,180,1.42,9309,51,6.7,2,consistency,1,0,0
620,61,female,78.8,180,1.56,4945,37,8.1,1,performance,1,0,2
621,26,male,106.7,162,1.74,23323,52,8.2,3,consistency,3,1,0
622,27,female,52.4,146,2.22,22588,50,7.2,4,consistency,3,0,0
623,43,male,53.9,142,1.85,7111,48,10.0,1,habits,1,1,1
624,13,female,52.6,197,2.59,6510,48,6.9,1,consistency,1,0,0
625,66,female,65.6,171,2.38,20083,60,7.3,4,consistency,3,0,0
626,15,male,86.5,170,1.29,24413,43,6.0,3,consistency,3,1,0
627,28,male,54.5,157,2.8,3567,63,7.0,1,consistency,1,1,0
628,99,male,86.7,182,1.81,24955,63,7.6,3,habits,3,1,1
629,69,male,70.5,146,2.16,12111,55,6.0,2,performance,2,1,2
630,87,male,53.4,180,2.51,13465,56,6.7,2,performance,2,1,2
631,24,female,43.7,140,2.74,16284,51,7.7,4,habits,2,0,1
632,86,female,47.1,153,3.37,15689,92,6.9,4,performance,3,0,2
633,28,male,60.0,191,2.54,12382,43,6.5,2,habits,2,1,1
634,84,male,67.5,171,2.2,19782,92,8.3,5,consistency,3,1,0
635,88,male,90.2,145,3.72,8879,71,5.9,2,habits,2,1,1
636,36,female,82.0,178,2.74,27627,71,6.3,4,performance,3,0,2
637,40,male,57.4,149,2.1,9216,32,7.4,2,habits,1,1,1
638,20,female,76.1,146,3.27,16996,32,8.2,4,habits,2,0,1
639,48,female,94.8,165,2.97,19381,79,7.8,5,habits,3,0,1
640,20,female,98.1,173,2.28,5280,43,6.9,1,habits,1,0,1
641,70,female,65.3,169,4.54,24301,71,7.2,5,consistency,3,0,0
642,72,male,84.4,175,2.41,28137,72,8.4,4,habits,3,1,1
643,62,female,90.8,160,2.38,15429,76,8.3,4,consistency,2,0,0
644,40,male,47.4,199,2.28,11714,64,7.2,2,performance,2,1,2
645,53,male,62.3,156,3.35,27318,66,7.1,4,performance,3,1,2
646,76,female,103.3,172,1.55,18781,69,7.4,4,performance,3,0,2
647,39,female,65.5,149,0.82,8885,47,6.5,2,habits,1,0,1
648,75,female,40.0,190,2.39,23631,80,7.3,5,habits,3,0,1
649,29,male,68.2,186,0.86,6348,32,6.6,1,consistency,1,1,0
650,85,male,86.9,181,1.7,4487,32,7.0,1,habits,1,1,1
651,45,female,70.1,190,2.75,25110,53,6.8,3,performance,3,0,2
652,96,male,80.7,151,1.78,19507,62,7.8,3,habits,2,1,1
653,89,female,84.1,195,1.4,15527,47,8.1,3,performance,2,0,2
654,41,female,64.7,155,2.05,3325,33,6.7,1,habits,1,0,1
655,25,female,62.2,180,3.4,17996,107,6.7,5,performance,3,0,2
656,58,male,72.3,171,0.81,7162,53,7.8,1,habits,1,1,1
657,47,male,72.7,154,2.57,3303,25,7.3,1,habits,1,1,1
658,18,male,70.8,166,2.57,7579,52,6.7,1,consistency,1,1,0
659,94,female,71.4,167,3.07,21817,69,8.7,3,habits,3,0,1
660,81,male,58.8,156,3.65,29326,78,6.9,5,consistency,3,1,0
661,59,female,81.3,185,3.94,29772,49,5.3,3,consistency,3,0,0
662,37,male,79.0,198,2.35,15703,57,6.7,4,habits,2,1,1
663,78,other,50.0,189,2.08,3095,43,8.7,1,performance,1,2,2
664,22,male,64.2,197,2.11,23556,47,7.0,3,habits,3,1,1
665,68,male,71.4,141,2.2,11611,66,6.7,2,consistency,2,1,0
666,42,male,62.0,175,3.27,8461,70,7.2,2,consistency,2,1,0
667,17,female,79.6,189,1.06,6467,39,8.1,1,consistency,1,0,0
668,45,female,69.0,146,1.8,23367,77,7.2,3,habits,3,0,1
669,77,female,72.5,152,3.36,28460,53,7.9,3,habits,3,0,1
670,30,male,64.0,154,3.31,20297,59,7.2,4,consistency,3,1,0
671,61,male,40.1,164,1.95,13012,66,7.8,2,habits,2,1,1
672,23,female,40.0,162,2.6,6364,63,7.3,1,habits,1,0,1
673,97,male,78.8,199,2.64,20378,89,6.9,3,consistency,3,1,0
674,38,male,74.0,161,3.05,7905,44,7.4,1,consistency,1,1,0
675,75,other,76.6,165,2.65,15305,82,6.9,4,habits,3,2,1
676,98,other,72.0,172,3.12,20497,64,5.9,3,habits,3,2,1
677,71,female,73.2,150,3.85,3951,61,7.1,1,habits,1,0,1
678,39,female,84.5,149,3.22,17390,86,6.2,5,habits,3,0,1
679,61,male,76.7,164,2.43,25395,72,7.9,3,habits,3,1,1
680,89,male,85.6,176,2.51,3819,22,7.1,1,habits,1,1,1
681,45,female,72.6,187,2.14,22222,56,8.7,3,performance,3,0,2
682,13,female,65.5,182,3.87,8525,62,6.9,2,consistency,2,0,0
683,33,male,72.9,192,2.73,16465,80,7.4,4,habits,3,1,1
684,67,male,57.5,177,2.41,22852,83,5.9,4,habits,3,1,1
685,18,male,64.3,180,2.22,26463,81,6.4,5,consistency,3,1,0
686,93,female,72.7,184,3.17,15402,50,5.6,3,habits,2,0,1
687,81,female,72.5,163,2.81,12491,49,8.3,2,consistency,2,0,0
688,17,female,68.4,179,2.25,21940,70,6.9,4,performance,3,0,2
689,15,male,49.2,185,2.4,4605,43,8.4,1,consistency,1,1,0
690,65,other,79.5,195,1.34,23095,45,4.6,3,habits,2,2,1
691,35,female,82.5,172,2.53,24993,56,8.8,3,consistency,3,0,0
692,65,male,94.7,156,2.32,7071,38,7.0,1,performance,1,1,2
693,49,male,76.6,163,3.4,10792,16,7.5,2,consistency,2,1,0
694,86,male,70.0,176,2.06,19544,82,6.3,4,consistency,3,1,0
695,86,male,54.8,196,1.71,23934,72,7.9,4,habits,3,1,1
696,95,female,92.4,141,1.37,7207,43,6.7,1,habits,1,0,1
697,29,male,73.7,171,1.06,4440,32,5.9,1,consistency,1,1,0
698,97,female,72.9,196,3.14,10685,58,6.0,2,performance,2,0,2
699,90,male,66.2,199,3.68,21850,57,6.2,4,consistency,3,1,0
700,85,male,65.2,163,2.22,6711,29,7.5,1,consistency,1,1,0
701,13,male,80.3,148,3.25,15750,69,6.7,3,habits,2,1,1
702,63,male,54.7,143,2.09,7996,45,5.5,1,habits,1,1,1
703,57,female,94.4,156,2.33,19062,40,7.7,3,consistency,2,0,0
704,89,female,91.1,156,1.97,14004,73,5.0,2,habits,2,0,1
705,16,female,64.7,192,2.38,22434,58,8.7,4,consistency,3,0,0
706,74,female,57.0,189,1.12,11220,48,9.2,2,habits,1,0,1
707,77,male,40.0,187,2.58,16617,86,6.0,3,consistency,2,1,0
708,44,male,51.2,169,2.17,11563,19,8.3,2,performance,1,1,2
709,46,male,80.9,179,2.92,17530,34,7.6,3,habits,2,1,1
710,84,female,74.7,197,2.67,18333,76,6.9,4,habits,3,0,1
711,51,male,77.4,150,1.89,3600,2,6.6,1,consistency,1,1,0
712,38,male,42.3,160,1.99,24789,39,8.1,4,performance,3,1,2
713,46,female,64.1,160,2.45,29468,77,7.3,3,consistency,3,0,0
714,66,male,90.5,157,2.52,7313,33,4.5,1,habits,1,1,1
715,15,male,68.6,194,1.4,8999,82,9.3,2,habits,2,1,1
716,62,male,50.9,168,2.06,5218,24,7.5,1,habits,1,1,1
717,24,female,68.3,163,2.56,29546,55,7.2,3,habits,3,0,1
718,77,female,58.4,149,2.1,20082,78,6.7,4,performance,3,0,2
719,66,female,75.0,184,1.59,3056,47,6.9,1,performance,1,0,2
720,17,male,70.3,156,2.56,15252,56,8.6,3,habits,2,1,1
721,69,other,78.1,157,1.81,19133,60,7.7,4,habits,3,2,1
722,29,female,51.7,181,3.04,23820,83,7.9,5,habits,3,0,1
723,59,male,63.3,187,1.77,18476,80,6.1,3,performance,2,1,2
724,35,female,86.4,159,3.54,24178,91,7.2,5,consistency,3,0,0
725,91,male,49.7,176,4.04,16725,50,7.4,3,consistency,2,1,0
726,97,female,55.0,184,1.6,10977,35,7.9,2,habits,1,0,1
727,26,female,73.0,157,2.97,28765,59,7.0,4,consistency,3,0,0
728,78,male,74.3,156,1.69,12446,30,8.1,2,habits,1,1,1
729,87,other,62.7,148,2.93,11793,52,6.1,2,habits,2,2,1
730,63,female,65.8,153,1.31,10070,62,7.3,2,consistency,1,0,0
731,50,female,78.0,188,2.94,27270,68,7.3,4,consistency,3,0,0
732,76,male,82.7,168,1.99,25472,95,5.9,4,habits,3,1,1
733,50,male,54.0,170,2.06,13162,76,7.2,2,habits,2,1,1
734,62,male,75.5,143,1.48,10513,54,6.6,2,habits,1,1,1
735,94,female,92.7,157,2.78,12135,60,8.6,2,habits,2,0,1
736,42,male,68.3,198,1.81,26078,46,6.9,3,consistency,3,1,0
737,91,female,53.8,159,2.59,12270,44,7.6,2,performance,2,0,2
738,63,female,53.1,195,2.36,21301,89,6.2,4,habits,3,0,1
739,75,male,67.6,195,2.12,11603,41,7.4,2,habits,2,1,1
740,64,female,85.5,186,2.3,13580,72,6.8,2,habits,2,0,1
741,50,male,69.4,182,1.47,4559,56,6.3,1,consistency,1,1,0
742,91,other,72.8,183,2.35,9216,61,10.0,2,habits,2,2,1
743,42,female,55.1,148,3.87,23698,62,7.1,5,consistency,3,0,0
744,63,male,84.7,152,1.66,12931,45,7.0,2,habits,2,1,1
745,93,male,52.8,154,2.82,5926,49,8.0,1,consistency,1,1,0
746,17,male,62.4,166,3.25,11811,35,6.4,2,performance,2,1,2
747,41,female,79.4,154,1.63,13155,47,7.6,2,performance,2,0,2
748,16,female,40.0,167,0.98,5612,51,7.6,1,performance,1,0,2
749,22,female,72.6,176,2.41,12993,41,7.4,2,consistency,2,0,0
750,68,male,54.4,194,2.02,25096,47,9.6,3,performance,3,1,2
751,29,male,70.2,158,3.71,27562,32,6.5,3,habits,3,1,1
752,86,male,64.7,165,2.22,14862,44,8.7,2,habits,2,1,1
753,29,female,101.6,191,1.64,8931,61,7.7,2,habits,1,0,1
754,96,female,64.1,165,2.0,20046,66,8.4,5,consistency,3,0,0
755,81,male,97.6,164,2.96,14533,50,7.5,2,performance,2,1,2
756,46,male,78.8,165,1.8,12002,46,9.1,2,habits,2,1,1
757,18,female,58.0,165,2.23,14693,40,6.9,2,consistency,2,0,0
758,65,female,75.0,185,2.87,10978,62,7.7,2,consistency,2,0,0
759,78,female,65.4,167,2.26,24292,94,8.7,4,performance,3,0,2
760,89,female,73.6,188,2.17,13321,65,6.6,2,consistency,2,0,0
761,55,male,59.3,157,2.39,24828,49,8.3,3,performance,3,1,2
762,87,male,95.4,171,2.48,3048,69,7.1,1,habits,1,1,1
763,35,female,83.9,192,2.61,13157,65,6.0,2,habits,2,0,1
764,67,female,70.5,142,2.45,15038,63,5.9,4,consistency,2,0,0
765,92,male,95.9,141,2.24,12595,38,7.1,2,habits,2,1,1
766,87,female,71.1,172,2.14,18084,76,8.3,3,habits,2,0,1
767,28,female,86.5,181,1.17,10918,52,5.1,2,consistency,1,0,0
